cid,category
5548,['Machinery']
1478,['Macintosh (Computer)']
2541,['Macro instructions (Electronic computers).']
5353,['Macroeconomics']
2006,['Madagascar']
519,['Madrid (Spain)']
1924,['Madrid']
1083,['Mafia']
4174,['Mage (Game)']
4398,['Magic realism (Literature)']
4554,['Magic realism (Literature).']
5074,['Magic tricks']
6340,['Magic tricks.']
478,['Magic']
3733,['Magic.']
5928,['Magnetism']
4850,['Magnets']
2593,['Magnitogorsk']
2366,"['Maigret, Jules (Fictitious character)']"
2155,['Mail order brides']
1787,['Maine']
3877,['Majorca (Spain)']
1302,['Make-ahead cookery']
5855,"['Maladies mentales - Classification - Cas, Études de']"
6256,['Maladies mentales']
1644,['Malay fiction']
4155,['Malay literature']
1857,['Malaysia']
2380,['Malian fiction (French)']
4057,"['Malone, Beany (Fictitious character)']"
2866,['Mammals']
228,['Man-woman relationships']
3761,['Man-woman relationships.']
454,['Management information systems']
1564,['Management literature']
1963,['Management']
5896,['Management.']
5040,['Managerial accounting']
3857,['Manchester (England)']
669,"['Manhattan (New York, N.Y.)']"
4120,['Manila (Philippines)']
3592,['Manipulative behavior']
4973,['Manned undersea research stations']
1852,['Manners and customs']
4691,['Manuscripts']
4679,"['Manuscripts, Aramaic']"
939,['Maori (New Zealand people)']
6273,['Marathon running']
2581,['Marblehead (Mass.)']
3434,"['Marginality, Social']"
5434,['Marijuana.']
4316,['Marinas']
902,['Marine animals']
4680,['Marine biologists']
5362,['Marine biology']
4561,['Marine ecology']
4153,['Marine engines']
3816,['Marine mammals']
1248,"['Markby, Alan (Fictitious character)']"
4673,['Marketing research']
2863,['Marketing surveys']
1227,['Marketing']
4365,['Marketing.']
685,"['Marple, Jane (Fictitious character)']"
4454,['Marriage counseling']
416,['Marriage service']
2330,['Marriage']
5254,['Marriage.']
3219,['Marriages of royalty and nobility']
457,['Married people']
1034,['Married woman']
1892,['Married women']
51,['Mars (Planet)']
1444,['Marseille (France)']
5629,['Martial arts fiction']
5524,['Martial arts']
6008,['Martians']
3270,"['Marvelous, The']"
920,['Maryland']
3643,['Masculinity']
1674,['Masculinity.']
3636,['Masquerades']
541,['Mass media']
1625,['Mass murder']
3635,['Mass suicide']
1406,['Massachusetts']
2601,['Massage']
5883,['Master of business administration degree']
4410,['Masters of ceremonies']
613,['Materia medica']
5002,"['Materia medica, Vegetable']"
2595,['Maternal and infant welfare']
4806,['Matewan']
2240,['Mathematical recreations']
818,['Mathematical recreations.']
4449,['Mathematical statistics']
2886,['Mathematicians']
364,['Mathematics']
2805,['Mathematics.']
5392,['Matrix (Motion picture)']
5221,['Matter']
3507,['Maturation (Psychology)']
5010,['Matériel didactique']
2992,"['Maul, Darth (Fictitious character)']"
5441,"['Maxims, American']"
2528,['Maze puzzles']
5831,"['McDonald, Ronald (Fictitious character)']"
5280,"['McGarvey, Kirk (Fictitious character)']"
3136,"['McGee, Travis (Fictitious character)']"
5145,['Mechanics']
546,['Medical education']
3274,['Medical errors']
4677,['Medical ethics']
1356,['Medical examiners (Law)']
1149,['Medical fiction']
2991,['Medical students']
3,['Medical']
365,['Medication abuse']
1840,['Medicinal plants']
5969,['Medicine']
4292,"['Medicine, Ayurvedic']"
5126,"['Medicine, Military']"
866,"['Medicine, Popular']"
3096,"['Medicine, Popular.']"
4660,"['Medicine, Psychosomatic']"
850,['Meditation']
3478,['Meditations']
4601,['Mediterranean Region']
3149,['Memory']
709,['Men']
1358,['Mendip Hills (England)']
2644,['Menopause']
6091,['Menstrual cycle']
4895,['Mental Disorders']
4743,['Mental arithmetic']
5213,['Mental discipline']
2500,['Mental discipline.']
1421,['Mental efficiency']
5625,['Mental healing']
5110,['Mental health']
235,['Mental illness']
1428,['Mentally ill children']
575,['Mentally ill women']
862,['Mentally ill']
6442,['Menus']
2872,['Mercenary troops']
6446,['Merchants']
1254,['Merlin (Legendary character)']
2278,['Mermaids']
2284,['Metamorphosis']
3329,['Meteorology']
3909,['Mexican American families']
6237,['Mexican American women singers']
1550,['Mexican American women']
2727,['Mexican Americans']
3111,['Mexican fiction']
761,['Mexico']
5210,['Miami (Fla.)']
815,['Mice']
42,['Michigan']
5671,['Microbiologie']
2190,['Microcomputers']
5898,['Microeconomics']
5144,['Microscopes']
4391,['Microsoft FrontPage']
4278,['Microsoft PowerPoint (Computer file)']
2372,['Microsoft Windows (Computer file)']
6445,['Microsoft Windows NT.']
3430,['Microsoft Word']
4603,['Microwave cookery']
893,['Microwave cooking']
1565,['Middle Ages']
6277,['Middle Atlantic States']
1563,['Middle Earth (Imaginary place)']
1556,['Middle Earth (Imaginary place).']
3039,['Middle East']
248,['Middle West']
4050,['Middle aged men']
3254,['Middle aged women']
2121,['Midlife crisis']
1714,['Militarism']
4705,['Military art and Science']
2166,['Military art and science']
3890,['Military helicopters.']
3874,['Military nursing']
4012,['Military']
5693,['Milk as food']
930,['Millennialism']
6032,['Millionaires']
1774,['Mills and mill-work']
4143,['Mind and body']
3297,['Mineralogy']
3180,"['Mineralogy, Determinative']"
3227,['Minerals in the body']
2236,['Miniature books']
4372,['Miniature painters']
6164,['Miniature painting']
5150,['Minimal brain dysfunction in children']
1346,['Minneapolis (Minn.)']
2731,['Minnesota literature (Fiction)']
3629,['Minnesota']
6124,['Minorca (Spain)']
1814,['Minorities']
6000,['Miracle on 34th Street (Motion picture : 1947)']
2448,['Miracles']
1025,['Missing children']
1426,['Missing persons']
1033,['Missionaries']
2760,"['Missionaries, Medical']"
1202,['Mississippi']
2966,['Missouri']
2659,['Mistaken identity']
4360,['Mobile home living']
5201,['Modeling']
1107,['Models (Persons)']
4546,"['Models, Psychological']"
4383,['Modern fizik']
3805,['Modernism (Music)']
5843,['Modesty']
4253,['Mogul Empire']
6373,['Mohawk Indians']
2873,['Moldova']
3567,['Moles (Animals)']
4099,['Moles']
5160,['Mollusks']
1472,['Monaco']
4164,['Monarchy']
2870,['Monastic and religious life (Buddhism)']
144,['Monastic and religious life']
2592,['Monasticism and religious orders']
5982,['Monetary policy']
5931,['Money laundering']
2502,['Money']
3074,['Moneymaking projects']
5494,['Mongolia']
1738,['Mongooses']
1745,"['Monk, William (Fictitious character)']"
1765,['Monkeys']
786,['Monks']
2923,['Monologues']
4803,"['Monroe, Darci (Fictitious character)']"
950,['Monsters']
2479,['Montana']
3048,"['Montecalvo, Carol']"
1002,['Monterey (Calif.)']
6270,"['Montgomery, Lynn (Fictitious character)']"
5531,['Months']
2251,['Montréal (Québec)']
4758,['Monuments']
4992,['Mood (Psychology)']
3196,['Moon']
5155,['Moose']
3790,['Moral education']
3081,['Mormon Church']
2020,['Mormon pioneers']
2676,['Mormons']
3485,['Morocco']
2133,['Moscow (Russia)']
3106,['Mother and child']
1822,['Mother and child.']
1680,['Motherhood']
922,['Mothers and daughters']
1168,['Mothers and sons']
6209,['Mothers of presidents']
982,['Mothers']
545,['Motion picture actors and actresses']
6168,['Motion picture authorship']
6078,['Motion picture film collections']
1771,['Motion picture industry']
3508,['Motion picture plays']
2229,['Motion picture producers and directors']
299,['Motion pictures']
4263,['Motion study']
1679,['Motivation in education']
3616,['Motor disorders']
585,['Motor vehicles']
3983,['Motorcycle gangs']
5413,['Motorcycles']
1546,['Mountaineering']
4077,['Mountaineers']
2421,['Mountains']
1522,['Movement education']
177,"['Moving, Household']"
5308,['Mozambican fiction (Portuguese)']
5011,['Mozambique']
6412,"['Muffin, Charlie (Fictitious character)']"
5573,['Mulan (Legendary character)']
1496,"['Mulder, Fox (Fictitious character)']"
4543,['Mules']
5372,['Multimedia systems']
6130,['Multimedia systems.']
1595,['Multiple personality']
2820,['Multiple-ending fiction']
3517,['Mummies']
5901,['Municipal government']
1752,['Muppets (Fictitious characters)']
3633,['Murder mystery']
1647,['Murder victims']
435,['Murder']
4065,['Murder.']
1853,['Murderers']
1875,['Murry family (Fictitious characters)']
931,['Museums']
1364,"['Mushrooms, Hallucinogenic']"
3112,['Music appreciation']
855,['Music trade']
50,['Music']
6436,['Musicals']
3304,['Musicians']
3908,['Musicians.']
660,['Muslims']
227,['Mustang']
3523,['Mutation (Biology)']
3846,['Mutterrolle - Sozialer Wandel - Geschichte 1890-1995']
3253,['Mutual funds']
2844,['Myers-Briggs Type Indicator']
1332,['Mystery and detective stories']
2145,['Mystery and detective stories.']
4618,['Mystery fiction']
1532,['Mystery']
1460,['Mystery.']
1955,['Mysticism']
1260,"['Mythenmetz, Hildegunst von (Fictitious character)']"
2889,['Mythology']
1256,"['Mythology, Classical']"
1394,"['Mythology, Greek']"
6382,"['Mythology, Greek.']"
6327,"['Mythology, Yoruba']"
3028,['Mythology.']
4114,['Mädchen - Angstbewältigung - Freundschaft - Kinderbuch']
6227,['Mütter und Töchter - Belletristik']
602,"['Names, Personal']"
6079,['Nannies']
649,['Nanotechnology']
4974,['Nantucket Island (Mass.)']
1631,['Napa Valley (Calif.)']
2325,"['Napoleonic Wars, 1800-1815']"
4229,['Naps (Sleep)']
4262,['Narcolepsy']
4536,['Narration']
5337,['Narrativa']
4990,['Narrative']
3530,['Nasreddin Hoca (Legendary character)']
5174,['Natal (South Africa)']
2373,['National Book Awards']
4422,"['National characteristics, American']"
2980,"['National characteristics, American.']"
4222,"['National characteristics, Japanese']"
6388,"['National characteristics, Portuguese']"
4963,['National parks and reserves']
4071,['National security']
3775,['Nationalism']
6284,['Natural areas']
3541,['Natural disasters.']
4697,['Natural gas']
2051,['Natural history']
2563,['Naturalists']
2627,['Nature photography']
8,['Nature']
2636,['Naturopathy']
1788,['Navajo Indians']
4152,['Naval art and science']
6324,['Naval aviation']
2178,['Navigation']
2640,['Nazis']
1751,['Near-death experiences']
510,['Near-death experiences.']
5113,['Nebraska']
3415,['Nederlandse fiksie']
5975,['Negativism']
2908,['Negotiation in business']
2038,['Negotiation']
1050,['Negotiation.']
5581,['Neighborhoods']
447,['Netherlands']
5900,['Neurochemistry']
5424,['Neurology']
6323,['Neurose']
3099,['Neuroses']
1140,['Neurosurgeons']
5583,['Never-Never Land (Imaginary place)']
3802,['New Age Movement']
5973,['New Age movement.']
3718,['New England']
5168,['New Guinea']
3916,['New Hampshire']
3996,['New Jersey']
2574,['New Jerusalem Church']
5293,['New Mexico']
380,['New Orleans (La.)']
3836,['New Thought']
338,['New York (N.Y.)']
3360,['New York (State)']
5361,['New York times']
5911,['New York']
2351,['New Zealand drama']
2632,['New Zealand fiction']
5394,['New Zealand poetry']
5207,['New Zealand wit and humor']
1225,['New Zealand']
1573,['New business enterprises']
2845,['Newbery Medal']
4651,['Newborn infants']
4226,['Newfoundland and Labrador']
5707,['Newspaper publishing']
5437,['Newspapers']
5181,['Newton County (Ark.)']
2180,['Nicaragua']
4765,['Nicene Creed']
5654,['Nicholas']
5277,['Nicotine addiction']
3620,['Nigeria']
5500,['Nigerian fiction (English)']
3925,['Night work']
4252,['Night']
4724,['Nightline (Television program)']
2842,['Nihilism']
6258,"['Nineteen eighty-four, A.D.']"
5770,['Nineteen sixties']
4080,['Nineteen thirties']
2109,['Ninja']
2708,['Nintendo video games']
6251,['Nobel Prizes']
4583,['Nobility']
4463,['Noir fiction']
4315,['Non-Classifiable']
5799,['Non-formal education']
2084,['Nonprofit organizations']
3269,"['Nonsense literature, English']"
1960,['Nonsense verses']
5198,['Nonverbal communication']
4971,['Nonviolence']
1078,['Norby (Fictitious character)']
1770,['North Carolina']
2159,['North Yorkshire']
3263,['Northeast storms']
279,['Northern Ireland']
1535,['Northern Territory']
246,['Northern exposure (Television program)']
2818,['Northwest Coast of North America']
2879,"['Northwest, Pacific']"
4757,['Norway']
2663,['Nostalgia']
6409,['Nouvelle']
5458,['Nova Scotia']
828,['Novel']
2926,['Novela española - Siglo XX']
6365,['Novela francesa-']
440,['Novela italiana']
1134,"['Novelist, American']"
1696,['Novelists']
617,"['Novelists, American']"
5430,"['Novelists, English']"
5028,"['Novelists, French']"
4321,['Novels']
2139,['Nuclear energy']
2258,['Nuclear submarines']
996,['Nuclear warfare']
3110,['Nuclear weapons']
6011,['Nude beaches']
3194,['Number theory']
1147,['Nuns']
6134,"['Nuremberg Trial of Major German War Criminals, Nuremberg, Germany, 1945-1946']"
3921,['Nurse and patient']
3450,['Nursery growers']
5171,['Nursery rhymes']
5660,"['Nursery rhymes, American']"
6235,['Nursery school facilities.']
3936,['Nursery schools']
2938,['Nurses']
3316,['Nursing ethics']
4953,['Nursing home patients']
3012,['Nursing']
4607,['Nutrition']
4744,['OS/2 (Computer file)']
5515,['Oak Creek Canyon (Ariz.)']
5584,['Obedience']
1676,['Obesity']
3599,['Object-oriented programming (Computer science)']
5070,['Objectivism (Philosophy)']
6131,['Obsessive-compulsive disorder']
396,['Occult fiction']
4970,['Occultism and science']
3176,['Occultism']
2410,['Occupations']
5381,['Ocean bottom']
3447,['Ocean travel']
5445,['Ocean']
486,['Oceania']
5195,['Oceanography']
1986,['Offenses against heads of state']
736,['Office layout']
1029,['Office politics']
5811,['Office practice']
5477,['Offices']
40,['Oglala Indians']
6253,['Ohio']
2802,['Oil well drilling']
5057,"['Oklahoma City Federal Building Bombing, Oklahoma City, Okla., 1995.']"
2652,['Oklahoma']
2831,['Old age']
3560,['Older volunteers']
473,['Older women']
5261,['Olive industry and trade']
2455,['Olympic Games']
4331,['Olympic games (Ancient)']
5812,['Olympics']
5059,['Ontario']
5036,"['Ontario, Northern']"
3950,['Open plan schools']
4245,['Opera']
1271,['Operas']
2814,['Operating systems (Computers)']
3895,['Operating systems (Computers).']
3094,['Ophthalmologists']
6444,['Optical illusions']
5757,['Opéra']
2945,['Oracle (Computer file)']
5465,['Oracle (Computer file).']
5414,['Oral communication']
1103,['Oral history']
582,['Oral reading']
2752,['Orange']
5857,['Orchid culture']
1585,['Orderliness']
5178,['Oregon National Historic Trail']
1697,['Oregon']
1319,['Organ trafficking']
808,['Organic gardening']
1656,['Organizational behavior']
6108,['Organizational change']
4386,['Organizational effectiveness']
3424,['Organized crime']
3602,['Orienteering']
4956,['Origami']
4412,['Origami.']
4093,['Orkney (Scotland)']
4121,['Orlando (Fla.)']
5807,['Ornamental shrubs']
4074,['Ornamental trees']
3038,['Ornithologists']
67,['Orphans']
2665,['Orpheus (Greek mythology)']
4576,['Osage Indians']
6440,['Otters']
4649,['Outdoor cookery']
4512,['Outdoor furniture']
840,['Outdoor life']
183,['Outer space']
1598,['Outlaws']
4950,['Outsiders in literature.']
1143,['Overland journeys to the Pacific']
1504,['Overweight women']
994,['Owls']
1411,['Oxford (England)']
2902,['Oyster industry']
5439,['Oz (Imaginary place)']
3962,['PAPERBACK COLLECTION.']
3482,['PERFORMING ARTS']
3396,['PETS']
1837,['PHP (Computer program language).']
5299,['Pacific Lumber Company']
429,['Pacifists']
5792,['Pacte des loups (Motion picture)']
3181,['Paganism']
1702,['Painters']
5197,['Painting']
4623,"['Painting, European']"
4218,"['Painting, French']"
6322,"['Painting, Modern']"
1224,['Pakistan']
4240,['Paleography']
3531,['Palindromes.']
1645,['Palm Beach (Fla.)']
3395,['Palmistry']
6357,['Palos Verdes Peninsula (Calif.)']
4404,['Pandas']
3088,['Papacy']
5881,['Paper dolls']
4309,['Paper money']
4739,['Paper quillwork']
4569,['Paper work']
955,['Paperbacks']
2610,['Parables']
5058,['Parades']
2354,['Paradox']
5454,"['Paraguayan War, 1865-1870']"
4271,['Paramitas (Buddhism)']
731,['Paranormal fiction']
6159,['Parapsychology and archaeology']
4110,['Parapsychology in criminal investigation']
2451,['Parapsychology']
1616,['Parent and child']
4103,['Parent and teenager']
4783,['Parent and teenager.']
3015,['Parental behavior in animals']
2230,['Parenting']
518,['Paris (France)']
3089,['Parliamentary practice']
2429,['Parliamentary practice.']
3647,['Parrots']
1978,['Parties']
3090,['Partnership']
754,['Pastoral counseling (Judaism)']
6393,['Pastoral counseling']
4551,['Pastoral prayers.']
4843,['Pastoral psychology']
3537,['Patagonia (Argentina and Chile)']
3117,['Patagonia']
4897,['Patchwork']
304,['Patient Education']
5360,['Patients']
937,"['Payne, Matt (Fictitious character)']"
3872,['Peace of mind']
5959,['Peace']
3534,"['Pearl Harbor (Hawaii), Attack on, 1941']"
4434,['Pediatricians']
5479,['Pembrokeshire (Wales)']
3827,['Pennsylvania']
5380,['People with disabilities']
2904,['People with mental disabilities']
4191,['People with social disabilities']
4795,['Perception']
5806,['Perennials']
4392,['Perestro¦ika']
114,['Performing Arts']
2062,['Performing arts']
3394,['Perfumes']
5864,['Periodical editors']
3240,['Perl (Computer program language)']
2332,"['Persian Gulf War, 1991']"
3209,['Persian Gulf']
4535,['Personality disorders']
3100,['Personality']
1499,['Personnel management']
2303,['Peru']
5230,['Peruvian literature']
1021,['Pet shops']
2407,"['Petersburg Crater, Battle of, Va., 1864']"
242,['Petroleum industry and trade']
136,['Pets']
3229,"['Pettit, Ira S.']"
4987,['Phantom of the Opera (Fictitious character)']
2978,['Pharmaceutical industry']
4156,['Pharmacists']
1678,['Pharmacology']
2035,['Pharmacy']
6006,['Pheasants.']
395,['Philadelphia (Pa.)']
5006,"['Philadelphia Experiment, 1943']"
2337,['Philanthropists']
2104,['Philippines']
2545,['Philologists']
2819,['Philosophers']
4312,['Philosophie - Histoire']
1554,['Philosophie']
2868,['Philosophy and religion']
93,['Philosophy']
2163,"['Philosophy, Chinese']"
5700,['Philosophy.']
2565,['Phobias']
4255,['Phoenicians']
2736,['Phoenix (Ariz.)']
1485,['Photograph albums']
4053,['Photographers']
1408,['Photographic criticism']
3087,['Photography of cats']
1804,['Photography of children']
3215,['Photography of women']
315,['Photography']
3285,"['Photography, Artistic']"
5974,"['Photography, Artistic.']"
4242,['Photography.']
6047,['Photojournalism']
2803,['Phototherapy']
3613,['Physical fitness.']
3420,['Physicians']
2393,['Physicists']
1473,['Physics']
5912,['Physiognomy']
1950,['Pianists']
4135,['Piano technicians']
3529,['Piano']
2291,"['Picard, Jean Luc (Fictitious character)']"
2515,"['Picard, Jean-Luc (Fictitious character)']"
4084,['Picnicking']
4706,['Picnics']
1024,['Picture books for children']
2516,['Picture books']
1896,['Picture dictionaries']
3411,"['Picture dictionaries, English']"
3940,['Picture frames and framing']
3405,['Picture puzzles']
5115,['Piegan Indians']
4357,['Pigs']
4537,['Pinot noir (Wine)']
2201,['Pirates']
5374,['Pit vipers']
3296,['Pitchers (Baseball)']
5861,"['Pitt, Dirk (Fictitious character)']"
2279,['Pizza']
1731,['Plagiarism']
3659,['Plague']
2590,['Plane trigonometry']
1374,['Planets']
3214,['Plantation life']
1734,['Plants']
3204,"['Plants, Useful']"
4539,['Platypus']
6009,['Play on words']
2432,['Play']
5593,['Plays on words']
4403,['Pleasure']
699,['Plot-your-own stories']
320,['Plot-your-own stories.']
6199,['Plutonium industry']
5355,['Poaching']
6320,['Poetical Text']
3448,['Poetics']
6283,"['Poetry in English, 1837-1900 - Texts']"
1877,['Poetry in Portuguese - Brazilian writers - 1921- - Texts']
58,['Poetry']
2734,"['Poetry, Modern']"
5871,['Poets']
952,"['Poets, American']"
4474,"['Poets, Chilean']"
2384,"['Poets, Portuguese']"
5287,"['Poets, Russian']"
3422,['Poids et mesures']
5356,"['Poirot, Hercule (Fictitious character)']"
6170,['Poisonous animals']
1041,['Poland']
1775,['Polen - Aussiedler - Mädchen - Erste Liebe - Kinderbuch']
5473,['Police administration']
2719,['Police corruption']
3585,['Police psychologists']
5705,['Police spouses']
2413,['Police training']
884,['Police']
3583,['Policewomen']
5895,['Policy sciences.']
22,['Political Science']
3755,['Political campaigns']
520,['Political corruption']
1309,['Political culture']
19,['Political ethics']
993,['Political fiction']
1684,['Political participation']
3734,"['Political plays, English']"
4824,['Political prisoners']
1778,['Political satire']
6345,"['Political satire, American']"
854,"['Political satire, English']"
562,['Political science']
4303,"['Politics - History,1945-']"
3955,"['Politics, Practical']"
3840,['Pollution']
5505,['Poltergeists']
4100,['Ponies']
4575,['Pony express']
3723,['Pool (Game)']
6363,['Poor']
2204,['Popes']
102,['Popular culture']
52,['Popular literature']
71,['Popular music']
5101,['Popular works']
1990,['Popularity']
5506,['Portfolios in education']
5839,['Portland (Or.)']
2095,['Portrait painters']
5645,['Portraits']
647,['Portugal']
3717,['Portuguese fiction']
4523,['Portuguese language']
3619,['Portuguese literature']
5657,['Post-impressionism (Art)']
3047,['Post-traumatic stress disorder']
4703,['Postal service']
4590,['Potatoes']
1165,['Potomac River']
5190,['Pots']
3226,['Pottery']
4874,['Practical jokes']
4756,['Prague (Czech Republic)']
2098,['Prairie Provinces']
1226,['Prayer books']
3702,['Prayer']
6267,['Prayer.']
2231,['Prayers']
1791,['Pregnancy']
6247,['Prehistoric peoples']
85,['Presidents']
4572,['Press and politics']
6140,['Primates']
1467,['Primitive societies']
2262,['Princes']
1195,['Princesses']
4504,['Principals']
1548,['Printers']
6183,['Prison discipline']
5984,['Prison riots']
2658,['Prisoners of war']
1198,['Prisoners']
5715,['Prisons']
1132,['Private investigators']
3873,['Private revelations.']
971,['Privateering']
4515,['Privatization']
6360,['Pro-choice movement']
6225,['Problem solving']
3208,['Procedure (Law)']
658,['Procrastination']
609,['Procyon']
4984,['Production management']
3888,['Project Apollo']
1785,['Project management']
6172,['Promiscuity']
5991,['Promotion (Schools)']
6150,['Promptbooks']
1492,['Prophecies (Occultism)']
1820,['Prophecies']
3295,['Prophecies.']
5379,['Prophecy']
5820,['Prophets']
3923,['Proposal writing for grants']
5048,"['Prose poems, American.']"
1307,['Prostitutes']
1698,['Prostitution']
5791,['Proteins in human nutrition']
2001,['Proteins']
3364,['Provence (France)']
1905,['Proverbs']
605,"['Proverbs, English']"
6082,['Psicometría']
5464,['Psikoloji']
6343,['Psychiatrists']
1335,['Psychic ability']
6213,['Psychics']
3692,['Psychoanalysis and philosophy']
1997,['Psychoanalysis']
682,['Psychokinesis']
1245,['Psychological fiction']
3258,"['Psychological fiction, American.']"
1513,['Psychological games']
4877,['Psychologie sociale']
73,['Psychology']
4748,"['Psychology, Applied']"
4890,"['Psychology, Pathological']"
5793,['Psychoterror - Alltag']
2751,['Psychotherapist and patient']
4829,['Psychotherapists']
1847,['Public administration']
5697,['Public opinion']
2293,['Public schools']
2250,['Public speaking']
5733,['Public welfare']
3250,['Publicity']
1006,['Publishers and publishing']
2597,"['Pueblo Incident, 1968']"
2409,['Puerto Ricans']
5042,['Puerto Rico']
1976,['Puma']
5300,['Pumpkin']
4274,['Punk rock music']
5298,['Punk rock musicians']
2522,['Puppet plays']
1797,['Puppets and puppet-plays']
2328,['Puppets']
6428,['Puppies']
1530,['Puritans']
1352,['Puzzles']
536,['Quadriplegia']
1587,['Quadriplegics']
4842,['Quality assurance']
260,['Quantum leap (Television program)']
3882,['Quantum theory']
6065,['Quarks.']
4291,['Queens']
1762,['Questions & Answers']
1862,['Questions and answers']
1780,['Questions and answers.']
1187,['Quick and easy cookery']
2683,['Quick and easy cooking']
4224,['Quiller (Fictitious character)']
1605,['Quotations']
1404,"['Quotations, English']"
2342,"['Quotations, English.']"
3997,"['Quotations, Latin']"
5237,['RELIGION']
3025,['Ra (Egyptian deity)']
3095,['Rab C. Nesbitt (Television program)']
1173,['Rabbits']
1975,['Raccoon']
3322,['Raccoons']
2323,['Race discrimination']
3520,['Radiation']
3223,['Radicalism']
6239,['Radicals']
4997,['Radio advertising']
289,['Radio and television novels']
2927,['Radio broadcasters']
4019,['Radio broadcasting']
4968,['Radio journalism']
1192,['Radio']
6208,['Radioactivity']
1476,['Railroad stories']
6371,['Railroad trains Fiction']
2444,['Railroad trains']
3753,['Railroad travel']
2174,['Railroads']
3949,['Rain forest animals']
2674,['Ranch life']
3715,['Ranchers']
4430,['Rape in motion pictures']
4211,['Rape victims']
1588,['Rape']
84,['Rapture (Christian eschatology)']
5389,['Rats']
4385,['Ravenloft (Imaginary place)']
4747,['Readers (Elementary)']
680,['Readers (Primary)']
5834,['Readers for new literates']
1105,['Readers']
6001,['Readiness for school']
5637,['Reading (Adult education)']
4493,['Reading (Elementary)']
4220,['Reading disability']
1821,['Reading']
2838,['Reading.']
4384,['Real estate business']
2059,['Real world (Television program : U.S.)']
3353,['Reality television programs']
5365,['Rebuses']
2717,['Reconciliation']
3933,['Reconstruction']
2807,['Recorder (Musical instrument)']
2933,['Recovered memory']
4361,['Recreational vehicle living']
2042,['Recreational vehicles']
5704,"['Recycling (Waste, etc.)']"
4438,['Reducing diets']
11,['Reference']
2799,['Reflexology']
5694,['Reflexotherapy']
3677,['Reformation']
3245,['Refugees']
1013,['Regicides']
2013,['Reincarnation']
1619,['Relationships']
864,['Relativity (Physics)']
188,['Relaxation']
2150,['Religion and science']
3190,['Religion and sociology']
35,['Religion']
3843,['Religions']
5019,['Religious ethics']
3492,['Religious fiction']
4452,['Religious life']
5726,"['Religious poetry, English']"
2768,['Remarriage']
646,['Renaissance']
3573,['Repairing']
4049,['Repentance']
1915,['Report writing']
4330,['Reptiles']
4622,"['Reptiles, Fossil']"
6052,['Research']
6317,['Resilience (Personality trait)']
5164,['Respiratory infections']
1923,['Restaurants']
4445,['Restaurateurs']
3696,['Revelation']
1542,['Revenge']
2653,['Rhode Island']
4351,['Rhyme']
3779,['Rhyming slang']
2124,['Rich people']
4144,['Riddles']
347,"['Riddles, Juvenile']"
5574,"['Riddles, Juvenile.']"
1498,['Rio de Janeiro (Brazil)']
6137,['Risk-taking (Psychology)']
4955,['Road machinery']
2058,['Road rules (Television program)']
1347,['Roads']
3301,['Robberies']
4593,['Robin Hood (Legendary character)']
471,['Robots']
705,['Rock climbing']
2667,['Rock groups']
4023,['Rock music fans']
747,['Rock music']
6341,['Rock music.']
1097,['Rock musicians']
5945,['Rocky Mountains']
3137,['Rodeo']
3035,['Rodeos']
719,['Role expectation']
1416,['Roman policier']
3367,['Roman']
633,['Romance fiction']
4399,"['Romance fiction, American']"
1597,"['Romance fiction, Canadian']"
2189,['Romance stories']
3505,['Romance-language fiction']
2956,['Romania']
4031,['Romanian fiction']
3174,['Romanian language']
1161,['Romanies']
4577,['Romanies.']
1501,['Romantic suspense fiction']
5175,['Rome (Italy)']
3794,['Rome']
5341,['Rooms']
6212,['Rope skipping.']
4698,['Rose culture']
5672,['Rottweiler dog.']
6385,"['Rourke, John Thomas (Fictitious character)']"
5823,['Router (Tools)']
3439,['Rugby football']
6200,['Rugrats (Fictitious characters)']
3054,['Runaway teenagers']
1971,['Runaways']
6086,['Runes']
1866,['Running']
5702,['Rural development']
3725,['Russia (Federation)']
360,['Russia']
2642,['Russian drama']
2602,['Russian fiction']
5518,['Russian language']
1918,['Russian literature']
1320,['Russians']
123,"['Ryan, Jack (Fictitious character)']"
5235,['Résumés (Employment)']
1447,['Römisches Reich - Offizier - Halbbruder - Verschiedenheit - Geschichte 10 v. Chr.-30 - Belletristische Darstellung']
2547,['SAT (Educational test)']
1434,['SOCIAL SCIENCE']
1735,['SWEET VALLEY HIGH.']
2998,['Sabotage']
6190,['Sabrina (Fictitious character)']
5730,['Sabrina the Teenage Witch (Fictitious character)']
5689,['Sacred books.']
5323,['Sacred space']
3845,['Sadism']
1900,['Safety']
656,['Sagas']
743,['Sahara']
2600,['Sailing.']
898,['Sailors']
3641,['Saint Croix notes (Radio Program)']
5324,['Saint Louis (Mo.)']
4397,['Salads']
4753,['Salamanca (Spain)']
6104,['Salmon']
4124,['Salons']
5085,['Salt']
2598,['Salvador (Brazil)']
4069,['Samoan fiction']
4653,['Samplers']
2022,['San Antonio (Tex.)']
3958,['San Benedetto del Tronto - Fernsehredakteur - Deutsche - Liebesbeziehung - Biologin - Belletristische Darstellung']
853,['San Diego (Calif.)']
1779,['San Francisco (Calif.)']
5972,['San Francisco Bay Area (Calif.)']
4425,['Sand craft.']
5867,['Sanskrit language']
2894,['Sarek (Fictitious character)']
2860,['Saskatchewan']
2746,['Satanism']
4305,['Satire - Ouvrages avant 1800']
